id;label;teks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;positif;Cinta satukan hati Kuatkan jiwa menghadapi dunia Segala cinta dan luka Kuatkan semua persahabatan Kita penantang impian Di atas awan kita kan menang Kita penakluk dunia Di atas awan kita kan menang menang Bila kau merasa sedih Ingatlah bahwa kau tak sendiri Tanpamu tak akan sama tanpamu semua berbeda Kisahmu juga kisahku selalu bersama Kita penantang impian Di atas awan kita kan menang Kita penakluk dunia Di atas awan kita kan menang menang Melangkah di bawah mentari yang sama Mencari tempat kita di masa depan Berjanji kita tak akan putus asa Walaupun semua tak akan mudah Kita penantang impian Di atas awan kita kan menang Kita penakluk dunia Di atas awan kita kan menang menangtelah tiba Izinkanku menjaga dirimu Berdua menikmati pelukan di ujung waktu Sudilah kau temani diriku;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;positif;Betapa bahagianya hatiku saat Ku duduk berdua denganmu Berjalan bersamamu Menarilah denganku Namun bila hari ini adalah yang terakhir Namun ku tetap bahagia Selalu kusyukuri Begitulah adanya Namun bila kau ingin sendiri Cepat cepatlah sampaikan kepadaku Agar ku tak berharap Dan buat kau bersedih Bila nanti saatnya telah tiba Kuingin kau menjadi istriku Berjalan bersamamu dalam terik dan hujan Berlarian kesana kemari dan tertawa Namun bila saat berpisah telah tiba Izinkanku menjaga dirimu Berdua menikmati pelukan di ujung waktu Sudilah kau temani diriku Namun bila kau ingin sendiri Cepat cepatlah sampaikan kepadaku Agar ku tak berharap Dan buat kau bersedih Bila nanti saatnya telah tiba Kuingin kau menjadi istriku Berjalan bersamamu dalam terik dan hujan Berlarian kesana kemari dan tertawa Namun bila saat berpisah telah tiba Izinkanku menjaga dirimu Berdua menikmati pelukan di ujung waktu Sudilah kau temani diriku Sudilah kau menjadi temanku Sudilah kau menjadi istriku;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;positif;Cantik Ingin rasa hati berbisik Untuk melepas keresahan Dirimu Cantik Bukan kuingin mengganggumu Tapi apa arti merindu Selalu Walau mentari terbit di utara Hatiku hanya untukmu Ada hati yang termanis dan penuh cinta Tentu saja kan kubalas seisi jiwa Tiada lagi Tiada lagi yang ganggu kita Ini kesungguhan Sungguh aku sayang kamu Cantik Bukan kuingin mengganggumu Tapi apa arti merindu Selalu Walau mentari terbit di utara Hatiku hanya untukmu Ada hati yang termanis dan penuh cinta Tentu saja kan kubalas seisi jiwa Tiada lagi Tiada lagi yang ganggu kita Ini kesungguhan Sungguh aku sayang kamu Ingin ku berjalan menyusuri cinta Cinta yang abadi untukmu selamanya Ada hati yang termanis dan penuh cinta Tentu saja kan kubalas seisi jiwa Tiada lagi Tiada lagi yang ganggu kita Ini kesungguhan Sungguh aku sayang kamu Ada hati yang termanis dan penuh cinta Tentu saja kan kubalas seisi jiwa Tiada lagi Tiada lagi yang ganggu kita Ini kesungguhan Sungguh aku sayang kamu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;positif;Terbacakah hatiku isyaratkan suka Tersiratkah bahwa aku jatuh cinta Pagi ini sinar mentari benderang perlahan Kau menyapa selamat pagi lewat pesan Dan kubiarkan jari jemariku berbalas pesan Sementara Langit pun rekah Kita berbagi kisah suka Kita berbagi kisah duka lara Membahas hal yang biasa Hingga syair sang pujangga Berbincang tentang rasi bintang Sejak kubuka mata hingga petang Kita mencoba satukan hati kita Sederhana kini mulai terasa istimewa Kau lakukan semua ini penuh cinta Kutersenyum tiap kita pergi jalan berdua Kau hadirkan bahagia yang berbeda Dan kubiarkan jari jemariku berbalas pesan Sementara Langit pun rekah Kita berbagi kisah suka Kita berbagi kisah duka lara Membahas hal yang biasa Hingga syair sang pujangga Berbincang tentang rasi bintang Sejak kubuka mata hingga petang Kita mencoba satukan hati kita Kuberharap kita akan selamanya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;positif;Dering telponku membuatku tersenyum di pagi hari Kau bercerita semalam kita bertemu dalam mimpi Entah mengapa aku merasakan hadirmu di sini Tawa candamu menghibur saat ku sendiri Aku di sini dan kau di sana Hanya berjumpa via suara Namun ku slalu menunggu Saat kita akan berjumpa Meski kau kini jauh di sana Kita memandang langit yang sama Jauh di mata namun dekat di hati Dering telfonku membuatku tersenyum di pagi hari Tawa candamu menghibur saat ku sendiri Aku di sini dan kau di sana Hanya berjumpa via suara Namun ku selalu menunggu Saat kita akan berjumpa Meski kau kini jauh di sana Kita memandang langit yang sama Jauh di mata namun dekat di hati Aku di sini dan kau di sana Hanya berjumpa via suara Namun ku selalu menunggu Saat kita akan berjumpa Meski kau kini jauh di sana Kita memandang langit yang sama Jauh di mata namun kau dekat di hati Jarak dan waktu takkan berarti Karena kau akan selalu di hati Bagai detak jantung yang ku bawa Kemanapun ku pergi oh oh oh Meski kau kini jauh di sana Kita memandang langit yang sama Jauh di mata namun dekat di hati Dekat di hati dekat di hati;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;positif;Deras hujan yang turun Mengingatkanku pada dirimu Aku masih di sini untuk setia Selang waktu berganti Aku tak tahu engkau di mana Tapi aku mencoba untuk setia Sesaat malam datang Menjemput kesendirianku Dan bila pagi datang Kutahu kau tak di sampingku Aku masih di sini untuk setia Selang waktu berganti Aku tak tahu engkau di mana Tapi aku mencoba untuk setia Sesaat malam datang Menjemput kesendirianku Dan bila pagi datang Kutahu kau tak di sampingku Aku masih di sini untuk setia Aku masih di sini untuk setia Aku masih di sini untuk setia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;positif;Kutuliskan kenangan tentang caraku menemukan dirimu Tentang apa yang membuatku mudah berikan hatiku padamu Takkan habis sejuta lagu untuk menceritakan cantikmu Kan teramat panjang puisi tuk menyuratkan cinta ini Telah habis sudah cinta ini tak lagi tersisa untuk dunia Karena telah kuhabiskan sisa cintaku hanya untukmu Aku pernah berpikir tentang hidupku tanpa ada dirimu Dapatkah lebih indah dari yang kujalani sampai kini? Aku selalu bermimpi tentang indah hari tua bersamamu Tetap cantik rambut panjangmu meskipun nanti tak hitam lagi Bila habis sudah waktu ini tak lagi berpijak pada dunia Telah aku habiskan sisa hidupku hanya untukmu Dan telah habis sudah cinta ini tak lagi tersisa untuk dunia Karena telah kuhabiskan sisa cintaku hanya untukmu Untukmu hidup dan matiku Bila musim berganti sampai waktu terhenti Walau dunia membenci ku kan tetap di sini Bila habis sudah waktu ini tak lagi berpijak pada dunia Telah aku habiskan sisa hidupku hanya untukmu Dan telah habis sudah cinta ini tak lagi tersisa untuk dunia Karena telah kuhabiskan sisa cintaku hanya untukmu Karena telah kuhabiskan sisa cintaku hanya untukmu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;positif;Bila cinta menggugah rasa Begitu indah mengukir hatiku Menyentuh jiwaku Hapuskan semua gelisah Duhai cintaku duhai pujaanku Datang padaku dekat di sampingku Kuingin hidupku selalu dalam peluknya Terang saja aku menantinya Terang saja aku mendambanya Terang saja aku merindunya Karena dia karena dia Begitu indah Duhai cintaku pujaan hatiku Peluk diriku dekaplah jiwaku Bawa ragaku melayang memeluk bintang Terang saja aku menantinya Terang saja aku mendambanya Terang saja aku merindunya Karena dia karena dia Begitu indah Terang saja aku menantinya Terang saja aku mendambanya Terang saja aku merindunya Karena dia karena dia Begitu indah Begitu indah Begitu indah Begitu indah Begitu begitu indah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;positif;Lelahmu jadi lelahku juga Bahagiamu bahagiaku pasti Berbagi takdir kita selalu Kecuali tiap kau jatuh hati Kali ini hampir habis dayaku Membuktikan padamu ada cinta yang nyata Setia hadir setiap hari Tak tega biarkan kau sendiri Meski seringkali kau malah asyik sendiri Karena kau tak lihat Terkadang malaikat tak bersayap Tak cemerlang tak rupawan Namun kasih ini silakan kau adu Malaikat juga tahu Siapa yang jadi juaranya Hampamu tak kan hilang semalam Oleh pacar impian tetapi kesempatan Untukku yang mungkin tak sempurna Tapi siap untuk diuji Ku percaya diri cintakulah yang sejati Namun tak kau lihat Terkadang malaikat tak bersayap Tak cemerlang tak rupawan Namun kasih ini silakan kau adu Malaikat juga tahu Siapa yang jadi juaranya Kau selalu meminta terus kutemani Dan kau slalu bercanda andai wajahku diganti Melarangku pergi karena tak sanggup sendiri Namun tak kau lihat Terkadang malaikat tak bersayap Tak cemerlang tak rupawan Namun kasih ini silakan kau adu Malaikat juga tahu Aku kan jadi juaranya Namun tak kau lihat Terkadang malaikat tak bersayap Tak cemerlang tak rupawan Namun kasih ini silakan kau adu Malaikat juga tahu Aku kan jadi juaranya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;positif;Ajari aku tuk bisa Menjadi yang engkau cinta Agar ku bisa memiliki rasa Yang luar biasa untukku dan untukmu Ku harap engkau mengerti Akan semua yang ku pinta Karna kau cahaya hidupku malamku Tuk terangi jalan ku yang berliku Hanya engkau yang bisa Hanya engkau yang tahu Hanya engkau yang mengerti Semua inginku Mungkinkah semua akan terjadi pada diriku Hanya engkau yang bisa mencintaiku Hanya engkau yang bisa Hanya engkau yang tahu Hanya engkau yang mengerti Semua inginku Hanya engkau yang tahu Hanya engkau yang mengerti Semua inginku Ajari aku tuk bisa Mencintaimu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;positif;Aku pergi Bukan berarti tak setia Aku pergi  Demi untuk cita cita Maaf bila Mungkin kita harus terpisah Relakanlah Mungkin ini sudah takdirnya Ku tak ingin ada benci Ku tak ingin ada caci Yang aku ingin kita selalu Baik baik saja Kenangan kita takkan kulupa Ketika kita masih bersama Kita pernah menangis Kita pernah tertawa Pernah bahagia bersama Semua akan selalu kuingat Semua akan selalu membekas Kita pernah bersatu dalam satu cinta Dan kini kita harus terpisah Aku pergi Ku tak ingin ada benci Ku tak ingin ada caci Yang aku ingin kita selalu Baik baik saja Kenangan kita takkan kulupa Ketika kita masih bersama Kita pernah menangis Kita pernah tertawa Pernah bahagia bersama Semua akan selalu kuingat Semua akan selalu membekas Kita pernah bersatu dalam satu cinta Dan kini kita harus terpisah Aku pergi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;positif;Kau boleh acuhkan diriku dan anggap ku tak ada tapi takkan merubah perasaanku kepadamu kuyakin pasti suatu saat semua kan terjadi kau kan mencintaiku dan tak akan pernah melepasku aku mau mendampingi dirimu aku mau cintai kekuranganmu selalu bersedia bahagiakanmu apapun terjadi kujanjikan aku ada kau boleh jauhi diriku namun kupercaya kau kan mencintaiku dan tak akan pernah melepasku aku mau mendampingi dirimu aku mau cintai kekuranganmu aku yang rela terluka untuk masa lalu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;positif;Coba tanya hatimu sekali lagi Sebelum engkau benar-benar pergi Masih kah ada aku di dalamnya Karena hatiku masih menyimpanmu Kisah kita memang baru sebentar Namun kesan terukir sangat indah Ku memang bukan manusia sempurna Tapi tak pernah berhenti mencoba Membuatmu tersenyum Walau tak pernah berbalas Bahagiamu juga bahagiaku Saat kau terlalu rapuh Pundak siapa yang tersandar Tangan siapa yang tak melepas Ku yakin aku Bahkan saat kau memilih Untuk meninggalkan aku Tak pernah lelah menanti Karena ku yakin kau akan kembali Ada engkau dalam setiap doaku Sungguh aku rindu berbagi tawa Kini kita tidak lagi menyapa Biarlah hanya dari kejauhan Melihatmu tersenyum Walau tak pernah berbalasBahagiamu juga bahagiaku Saat kau terlalu rapuh Pundak siapa yang tersandar Tangan siapa yang tak melepas? Ku yakin aku Bahkan saat kau memilih Untuk meninggalkan aku Tak pernah lelah menanti Meskipun engkau Tak akan kembali Masih berharaaaaap Karena kuyakin Kau akan kembali;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;positif;Seringkali kau merendahkanku Melihat dengan sebelah matamu Aku bukan siapa siapa Selalu saja kau anggap ku lemah Merasa hebat dengan yang kau punya Kau sombongkan itu semua Coba kau lihat dirimu dahulu Sebelum kau nilai kurangnya diriku Apa salahnya hargai diriku Sebelum kau nilai siapa diriku Seringkali kau merendahkanku Melihat dengan sebelah matamu Aku bukan siapa siapa Coba kau lihat dirimu dahulu Sebelum kau nilai kurangnya diriku Apa salahnya hargai dirik Sebelum kau nilai siapa diriku Coba kau lihat dirimu dahulu Sebelum kau nilai kurangnya diriku Apa salahnya hargai diriku Sebelum kau nilai siapa diriku Sebelum kau nilai siapa diriku;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;positif;Bagaikan langit di sore hari Berwarna biru sebiru hatiku Menanti kabar yang aku tunggu Peluk dan cium hangatnya untukku Bagaikan langit di sore hari Berwarna biru sebiru hatiku Menanti kabar yang aku tunggu Peluk dan cium hangatnya untukku Oh asmara Yang terindah mewarnai bumi Yang kucinta menjanjikan aku Terbang ke atas ke langit ketujuh Bersamamu Bagaikan langit di sore hari Berwarna biru sebiru hatiku Menanti kabar yang aku tunggu Peluk dan cium hangatnya untukku Bagaikan langit di sore hari Berwarna biru sebiru hatiku Menanti kabar yang aku tunggu Peluk dan cium hangatnya untukku Oh asmara Yang terindah mewarnai bumi Yang kucinta menjanjikan aku Terbang ke atas ke langit ketujuh Bersamamu Oh dewi cinta Sandarkan aku di bahumu Agar kurasa rindunya hati Teredakan sudah hadirmu sayang Tenangkan diriku Oh asmara Yang terindah mewarnai bumi Yang kucinta menjanjikan aku Terbang ke atas ke langit ketujuh Bersamamu Oh asmara Yang terindah mewarnai bumi Yang kucinta menjanjikan aku Terbang ke atas ke langit ketujuh Bersamamu Oh dewi cinta Sandarkan aku di bahumu Agar kurasa rindunya hati Teredakan sudah hadirmu sayang Tenangkan diriku Oh asmara Yang terindah mewarnai bumi Yang kucinta menjanjikan aku Terbang ke atas ke langit ketujuh Bersamamu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;positif;Manakala hati Menggeliat mengusik renungan Mengulang kenangan Saat cinta menemui cinta Suara semalam Dan siang seakan berlagu Dapat aku dengar Rindumu memanggil namaku Saat aku tak lagi di sisimu Kutunggu kau di keabadian Aku tak pernah pergi Selalu ada di hatimu Kau tak pernah jauh Selalu ada di dalam hatiku Sukmaku berteriak Menegaskan kucinta padamu Terima kasih pada Mahacinta Menyatukan kita Saat aku tak lagi di sisimu Kutunggu kau di keabadian Cinta kita melukiskan sejarah Menggelarkan cerita penuh sukacita Sehingga siapa pun insan Tuhan pasti tahu Cinta kita sejati Saat aku tak lagi di sisimu Kutunggu kau di keabadian Cinta kita melukiskan sejarah Menggelarkan cerita penuh sukacita Sehingga siapa pun insan Tuhan pasti tahu Cinta kita sejati Lembah yang berwarna Membentuk melekuk memeluk kita Dua jiwa yang melebur jadi satu Dalam kesucian cinta Cinta kita melukiskan sejarah Menggelarkan cerita penuh sukacita Sehingga siapa pun insan Tuhan pasti tahu Cinta kita sejati;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;positif;Jenuh aku mendengar Manisnya kata cinta Lebih baik sendiri Bukannya sekali Sering ku mencoba Namun ku gagal lagi Mungkin nasib ini Suratan tanganku Harus tabah menjalani Jauh sudah langkahku Menyusuri hidupku Yang penuh tanda tanya Kadang hati bimbang Menentukan sikapku Tiada tempat mengadu Hanya iman di dada Yang membuatku mampu Selalu tabah menjalani Malam malam aku sendiri Tanpa cintamu lagi Hanya satu keyakinanku Bintang kan bersinar Menerpa hidupku Bahagia kan datang Jenuh aku mendengar Manisnya kata cinta Lebih baik sendiri Bukannya sekali Sering ku mencoba Namun ku gagal lagi Hanya iman di dada Yang membuatku mampu Selalu tabah menjalani Malam malam aku sendiri Tanpa cintamu lagi Hanya satu keyakinanku Bintang kan bersinar Menerpa hidupku Bahagia kan datang Malam malam aku sendiri Tanpa cintamu lagi Hanya satu keyakinanku Bintang kan bersinar Menerpa hidupku Bahagia kan datang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;positif;Sekilas tentang dirimu Yang lama ku nanti Memikat hatiku Jumpamu pertama kali Janji yang pernah terucap Tuk satukan hati kita Namun tak pernah terjadi Mungkinkah masih ada waktu Yang tersisa untukku Mungkinkah masih ada cinta di hatimu Andaikan saja aku tahu Kau tak hadirkan cintamuInginku melepasmu dengan pelukan Sesal yang datang selalu Takkan membuatmu kembali Maafkan aku yang tak pernah tahu Hingga semuanya pun kini tlah berlalu Maafkan aku Maafkan aku Mungkinkah masih ada waktu Yang tersisa untukku Mungkinkah masih ada cinta di hatimu Andaikan saja aku tahu Kau tak hadirkan cintamu Inginku melepasmu dengan pelukan Inginku melepasmu dengan pelukan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;positif;Kata pujangga Cinta itu luka yang tertunda Walau awalnya selalu indah Bila bukan jodohnya Siapsiap tuk terluka Lebih baik bangun cinta Daripada jatuh cinta Jatuh itu sakit Bangun itu semangat Lebih baik bangun cinta Daripada jatuh cinta Meski tak mudah Namun cinta Jadi punya tujuan Kata pujangga Bangun cinta itu tak semudah Tak secepat hati jatuh cinta Namun bila jodohnya Kita pasti bahagia Lebih baik bangun cinta Daripada jatuh cinta Jatuh itu sakit Bangun itu semangat Lebih baik bangun cinta Daripada jatuh cinta Meski tak mudahNamun cinta Jadi punya tujuan kapan bermain cinta Kuingin bahagia Tetap selamanya Untukku Lebih baik bangun cinta Daripada jatuh cinta Jatuh itu sakit Bangun itu semangat Lebih baik bangun cinta Daripada jatuh cinta Meski tak mudah Namun cinta Jadi punya tujuan Abadilah cintaku Meski kadang mendendam Jodoh pasti bertemu Lebih baik bangun cinta Daripada jatuh cinta Meski tak mudah Namun cinta Cinta Cinta kita Jadi punya tujuan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;positif;Kurasa ku sedang jatuh cinta Karena rasanya ini berbeda Oh apakah ini memang cinta Selalu berbeda saat menatapnya Mengapa aku begini Hilang berani dekat denganmu Ingin ku memilikimu Tapi aku tak tahu Bagaimana caranya Tolong katakan pada dirinya Lagu ini kutuliskan untuknya Namanya selalu kusebut dalam doa Sampai aku mampu Ucap Maukah denganku Kurasa ku sedang jatuh cinta Karna rasanya ini berbeda Oh apakah ini memang cinta Selalu berbeda saat menatapnya Di sini aku berdiri Menanti waktu yang tepat Hingga akhirnya kumampu Katakan padamu Tolong katakan pada dirinya Lagu ini kutuliskan untuknya Namanya selalu kusebut dalam doa Mungkinkah dia tahu Cinta yang kumau Tolong katakan pada dirinya Lagu ini kutuliskan untuknya Namanya selalu kusebut dalam doa Sampai aku mampu Ucap Maukah denganku Maukah kau dengan aku;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;positif;Ingatkah kan dirimu Yang pernah menyakiti aku Kau kecewakan aku Tapi kumaafkan salahmu Kini berganti kisah Ku menyakiti dirimu Tapi apa yang terjadi Kau meninggalkanku Izinkan aku Untuk terakhir kalinya Semalam saja bersamamu Mengenang asmara kita Dan aku pun berharap Semoga kita tak berpisah Dan kau maafkan kesalahan Yang pernah kubuat Ingatkah kan dirimu Yang pernah menyakiti aku Kau kecewakan aku Tapi kumaafkan salahmu Kini berganti kisah Ku menyakiti dirimu Tapi apa yang terjadi Kau meninggalkanku Izinkan aku Untuk terakhir kalinya Semalam saja bersamamu Mengenang asmara kita Dan aku pun berharap Semoga kita tak berpisah Dan kau maafkan kesalahan Yang pernah kubuat Mengapa kau begitu mudahnya Berpikir hanya dalam waktu yang sekejap mata Kutahu hanya bibirmu yang bicara Tapi hati kecilmu masih mencintaiku Izinkan aku Untuk terakhir kalinya Semalam saja bersamamu Mengenang asmara kita Dan aku pun berharap Semoga kita tak berpisah Dan kau maafkan kesalahan Yang pernah kubuat Oh izinkan aku Untuk terakhir kalinya Semalam saja bersamamu Mengenang asmara kita Dan aku pun berharap Semoga kita tak berpisah Dan kau maafkan kesalahan Yang pernah kubuat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;positif;Salahkah bila ku mencinta Salahkah bila semua selalu tentangmu Izinkan agar ku sampaikan Ku tahu walau kau dengannya Haruskah terdiam Menahan semua rasa Inginnya kau dengar Apa yang ku rasa Menari bersamaku Temani hingga akhir waktu Jalani bersamaku Kau pasti kan bahagia Ku temani dirimu di setiap perjalanan cinta Menari bersamaku Temani hingga akhir waktu Jalani bersamaku Tak ada yang selamanya Tapi aku kan ada di setiap perjalanan cinta Lihatlah diri ini untuk kali ini Tak bisa ku miliki ku relakan semua Ku mohon kepadamu Di kehidupan baru Izinkan ku jadi takdirmu Menari bersamaku Temani hingga akhir waktu Jalani bersamaku Kau pasti kan bahagia Ku temani dirimu Menari bersamaku Temani hingga akhir waktu Jalani bersamaku Tak ada yang selamanya Tapi aku kan ada di setiap perjalanan cinta Menari bersamaku Temani hingga akhir waktu Jalani bersamaku Di kehidupan baru Izinkan ku jadi takdirmu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;positif;Setiap saat setiap waktu Keringat basahi tubuh Ini saat yang kutunggu Hari ini kubuktikan Kuyakin aku kan menang Hari ini kan dikenang Semua doa kupanjatkan Sejarah kupersembahkan Terus fokus satu titik Hanya itu titik itu Tetap fokus kita kejar Lampaui batas Terus fokus satu titik Hanya itu titik itu Tetap fokus kita kejar Dan raih bintang Yo yo ayo yo ayo yo yo ayo Yo ayo yo yo ayo Yo ayo yo yo wo o o Yo yo ayo yo ayo yo yo ayo Yo ayo yo yo ayo Kita datang kita lihat kita menang Kalau menang berprestasi Kalau kalah jangan frustrasi Kalah menang solidaritas Kita galang sportivitas Kalau menang berprestasi Kalau kalah jangan frustrasi Kalah menang solidaritas Kita galang sportivitas Terus fokus satu titik Hanya itu titik itu Tetap fokus kita kejar Dan raih bintang Yo yo ayo yo ayo yo yo ayo Yo ayo yo yo ayo Yo ayo yo yo wo o o Yo yo ayo yo ayo yo yo ayo Yo ayo yo yo ayo Kita datang kita lihat kita menang Terus fokus satu titik Hanya itu titik itu Tetap fokus kita kejar Terus fokus satu titik Hanya itu titik itu Tetap fokus kita kejar Dan raih bintang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;positif;Kau dan aku tercipta oleh waktu Hanya untuk saling mencintai Mungkin kita ditakdirkan bersama merajut kasih menjalin cinta Berada dipelukanmu mengajarkanku apa artinya kenyamanan Kesempurnaan cinta Berdua bersamamu mengajarkanku apa artinya kenyamanan Kesempurnaan cinta Kau dan aku tercipta oleh waktu Hanya untuk saling mencintai Mungkin kita ditakdirkan bersama merajut kasih menjalin cinta Berada dipelukanmu mengajarkanku apa artinya kenyamanan Kesempurnaan cinta Berdua bersamamu mengajarkanku apa artinya kenyamanan Kesempurnaan cinta Tak pernah terbayangkan olehku Bila kau tinggalkan aku Hancurlah hatiku musnah harapanku sayang Berada dipelukanmu mengajarkanku apa artinya kenyamanan Kesempurnaan cinta Berada dipelukanmu mengajarkanku apa artinya kenyamanan Kesempurnaan cinta Berdua bersamamu mengajarkanku apa artinya kenyamanan Kesempurnaan cinta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;positif;Kita remaja yang sedang dimabuk asmara Mengikat janji bersama selamanya Hati telah terikat sepasang mata memikat Melambungkan asmara yang selalu meminta Mengulur senja menanti datang Sang pemilik hati Rela menanti sejak terbit mentari Tak sabar tuk berbagi Segala isi di hati Jayakan sanubari Dan bercumbu di ujung hari Indahnya kisah kasih kita di masa remaja Di bawah rayu senja kita dimadu bermanja Tiada masa masa yang lebih indah dari masa remaja Seakan dunia milik berdua Hati terasa merindu tanpa rasa duka Berkumandang madu senandung asmara Kepada yang tercinta nada nada tercipta Genggam pesona jiwa Kuserahkan dan kau terima Kita dua insan Yang sedang bermadu kasih Tak peduli apa yang kan terjadi Yang kuingin saat ini Kau bersamaku di sini Indahnya kisah kasih kita di masa remaja Di bawah rayu senja kita dimadu bermanja Tiada masa masa yang lebih indah dari masa remaja Seakan dunia Seakan dunia Milik berdua;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;positif;Memenangkan hatiku bukanlah Satu hal yang mudah Kau berhasil membuat Ku tak bisa hidup tanpamu Menjaga cinta itu bukanlah Satu hal yang mudah Namun sedetik pun tak pernah kau Berpaling dariku Beruntungnya aku Dimiliki kamu Kamu adalah bukti Dari cantiknya paras dan hati Kau jadi harmoni saat kubernyanyi Tentang terang dan gelapnya hidup ini Kaulah bentuk terindah Dari baiknya Tuhan padaku Waktu tak mengusaikan cantikmu Kau wanita terhebat bagiku Tolong kamu camkan itu Meruntuhkan egoku bukanlah Satu hal yang mudah Dengan kasih lembut kau pecahkan Kerasnya hatiku Beruntungnya aku Dimiliki kamu Kamu adalah bukti Dari cantiknya paras dan hati Kau jadi harmoni saat kubernyanyi Tentang terang dan gelapnya hidup ini Kaulah bentuk terindah Dari baiknya Tuhan padaku Waktu tak mengusaikan cantikmu Kau wanita terhebat bagiku Tolong kamu camkan itu Kamu adalah bukti Dari cantiknya paras dan hati Kau jadi harmoni saat kubernyanyi Tentang terang dan gelapnya hidup ini Kaulah bentuk terindah Dari baiknya Tuhan padaku Waktu tak mengusaikan cantikmu Kau wanita terhebat bagiku Tolong kamu camkan itu Tolong kamu camkan itu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;positif;Takkan pernah terlintas Tuk tinggalkan kamu Jauh dariku kasihku Karena aku milikmu Kamu milikku Separuh nyawaku Hidup bersamamu Berdua kita lewati Meski hujan badai takkan berhenti Sehidup semati Mentari pun tahu Kucinta padamu Percaya Aku takkan ke mana mana Aku kan selalu ada Temani hingga hari tua Percaya Aku takkan ke mana mana Setia akan kujaga Kita teman bahagia Takkan pernah kulupa Kamu yang kucinta Dari ujung kaki Hingga ujung kepala Kuingin kamu Kamu yang kumau Belahan jiwaku Kamu masa depanku Berdua kita lewati Meski hujan badai takkan berhenti Sehidup semati Mentari pun tahu Kucinta padamu Percaya Aku takkan ke mana mana Aku kan selalu ada Temani hingga hari tua Percaya Aku takkan ke mana mana Setia akan kujaga Kita teman bahagia Teman bahagia Percaya Aku takkan ke mana mana Aku kan selalu ada Temani hingga hari tua Percaya Aku takkan ke mana mana Setia akan kujaga Kita teman bahagia Takkan ke mana-mana Aku kan selalu ada Selalu ada Setia kan selalu kujaga Kita teman bahagia bahagia Kita teman bahagia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
